3.288423860954152178e-01 0.000000000000000000e+00
3.492941604220956564e-01 1.000000000000000000e+00
3.527130105142693428e-01 2.000000000000000000e+00
3.675280892447148617e-01 3.000000000000000000e+00
3.949197601506806987e-01 4.000000000000000000e+00
4.424033917378543679e-01 5.000000000000000000e+00
4.567562882960208293e-01 6.000000000000000000e+00
4.687453687146842518e-01 7.000000000000000000e+00
4.690252723332323237e-01 8.000000000000000000e+00
5.101138733188533836e-01 9.000000000000000000e+00
5.282374240339888782e-01 1.000000000000000000e+01
5.320000000000000284e-01 1.100000000000000000e+01
5.542382638342512324e-01 1.200000000000000000e+01
5.629999999999999449e-01 1.300000000000000000e+01
5.648224328255012638e-01 1.400000000000000000e+01
5.684094976289305601e-01 1.500000000000000000e+01
5.840241756093373926e-01 1.600000000000000000e+01
5.912866240215911562e-01 1.700000000000000000e+01
6.016980409173380284e-01 1.800000000000000000e+01
6.095350332594234866e-01 1.900000000000000000e+01
6.103375716148783381e-01 2.000000000000000000e+01
6.189380325680090555e-01 2.100000000000000000e+01
6.205321352022145076e-01 2.200000000000000000e+01
6.302575447631308947e-01 2.300000000000000000e+01
6.330000000000000071e-01 2.400000000000000000e+01
6.384620974606072252e-01 2.500000000000000000e+01
6.386931271174519642e-01 2.600000000000000000e+01
6.458037841742740870e-01 2.700000000000000000e+01
6.573922013208401971e-01 2.800000000000000000e+01
6.582061197193340707e-01 2.900000000000000000e+01
6.584175204026406769e-01 3.000000000000000000e+01
6.585961934144114460e-01 3.100000000000000000e+01
6.638136160980379064e-01 3.200000000000000000e+01
6.679999999999999272e-01 3.300000000000000000e+01
6.685041604081729538e-01 3.400000000000000000e+01
6.737046968504876165e-01 3.500000000000000000e+01
6.765832415420928170e-01 3.600000000000000000e+01
6.767734091505137606e-01 3.700000000000000000e+01
6.799999999999999378e-01 3.800000000000000000e+01
6.800107121569748392e-01 3.900000000000000000e+01
6.817347287158078695e-01 4.000000000000000000e+01
6.819341202724643614e-01 4.100000000000000000e+01
6.834341286171027319e-01 4.200000000000000000e+01
6.869472165862799962e-01 4.300000000000000000e+01
6.910452017137502789e-01 4.400000000000000000e+01
6.940196075626445804e-01 4.500000000000000000e+01
6.966486168165920700e-01 4.600000000000000000e+01
6.982546473675050880e-01 4.700000000000000000e+01
7.002168633621820293e-01 4.800000000000000000e+01
7.008208974083874887e-01 4.900000000000000000e+01
7.196303364089359222e-01 5.000000000000000000e+01
7.211251436473308241e-01 5.100000000000000000e+01
7.211500154972223520e-01 5.200000000000000000e+01
7.211999690055550527e-01 5.300000000000000000e+01
7.265482308174645576e-01 5.400000000000000000e+01
7.294772405407338178e-01 5.500000000000000000e+01
7.319394393833550394e-01 5.600000000000000000e+01
7.329999999999999849e-01 5.700000000000000000e+01
7.329999999999999849e-01 5.800000000000000000e+01
7.341795532031566429e-01 5.900000000000000000e+01
7.362323129008415679e-01 6.000000000000000000e+01
7.365507450587702731e-01 6.100000000000000000e+01
7.379999999999999893e-01 6.200000000000000000e+01
7.379999999999999893e-01 6.300000000000000000e+01
7.403875354647974083e-01 6.400000000000000000e+01
7.419999999999999929e-01 6.500000000000000000e+01
7.489005033009006329e-01 6.600000000000000000e+01
7.516509119519347859e-01 6.700000000000000000e+01
7.545330972987149831e-01 6.800000000000000000e+01
7.550361608941638103e-01 6.900000000000000000e+01
7.565417995851513311e-01 7.000000000000000000e+01
7.595514555468135809e-01 7.100000000000000000e+01
7.603527040204467458e-01 7.200000000000000000e+01
7.615316167179266849e-01 7.300000000000000000e+01
7.616634885439763636e-01 7.400000000000000000e+01
7.650000000000000133e-01 7.500000000000000000e+01
7.650000000000000133e-01 7.600000000000000000e+01
7.651675273585579751e-01 7.700000000000000000e+01
7.652139355792384467e-01 7.800000000000000000e+01
7.673052659436236933e-01 7.900000000000000000e+01
7.674099553919477845e-01 8.000000000000000000e+01
7.697907045497353051e-01 8.100000000000000000e+01
7.703528240707626651e-01 8.200000000000000000e+01
7.780487924087451379e-01 8.300000000000000000e+01
7.801013756765132756e-01 8.400000000000000000e+01
7.821209519563409041e-01 8.500000000000000000e+01
7.873100557660259735e-01 8.600000000000000000e+01
7.893983835204920751e-01 8.700000000000000000e+01
7.909999999999998144e-01 8.800000000000000000e+01
7.965640331782819494e-01 8.900000000000000000e+01
7.972671530410319063e-01 9.000000000000000000e+01
7.975280332832653807e-01 9.100000000000000000e+01
7.979982714636530972e-01 9.200000000000000000e+01
7.980141835009810780e-01 9.300000000000000000e+01
7.988218085930701706e-01 9.400000000000000000e+01
7.999876332165081205e-01 9.500000000000000000e+01
8.002717282979281421e-01 9.600000000000000000e+01
8.069593759164201963e-01 9.700000000000000000e+01
8.089999999999999414e-01 9.800000000000000000e+01
8.089999999999999414e-01 9.900000000000000000e+01
8.089999999999999414e-01 1.000000000000000000e+02
8.089999999999999414e-01 1.010000000000000000e+02
