Date/Time: 3/4/2016 3:02:21 PM,,
Material:  Al 6061 T6,,
Time (ms),Displacement (um),Load (N)
386226,3863,806.336858
386326,3864,806.102284
386426,3865,806.278215
386526,3866,806.519305
386626,3867,806.510182
386726,3868,806.188295
386826,3869,806.173959
386926,3870,806.236513
387026,3871,806.452842
387126,3872,806.580555
387226,3873,806.19481
387326,3874,806.147896
387426,3875,806.253454
387526,3876,806.528427
387626,3877,806.709571
387726,3878,806.772124
387826,3879,806.456752
387926,3880,806.467177
388026,3881,806.622257
388126,3882,806.721299
388226,3883,806.716086
388326,3884,806.752576
388426,3885,806.593587
388526,3886,806.721299
388626,3887,806.68872
388726,3888,806.813826
388826,3889,806.687416
388926,3890,806.68872
389026,3891,806.571432
389126,3892,806.756485
389226,3893,806.885501
389326,3894,806.687416
389426,3895,806.550581
389526,3896,806.635289
389626,3897,806.8034
389726,3898,806.966299
389826,3899,806.919384
389926,3900,806.547975
390026,3901,806.550581
390126,3902,806.663959
390226,3903,806.899836
390326,3904,806.811219
390426,3905,806.820342
390526,3906,806.675688
390626,3907,806.643108
390726,3908,806.727815
390826,3909,806.817735
390926,3910,806.607922
391026,3911,806.740847
391126,3912,806.563613
391226,3913,806.816432
391326,3914,806.946751
391426,3915,806.795581
391526,3916,806.695235
391626,3917,806.757789
391726,3918,807.065341
391826,3919,807.328586
391926,3920,807.246485
392026,3921,806.928506
392126,3922,806.846406
392226,3923,807.010607
392326,3924,807.221724
392426,3925,807.352043
392526,3926,807.328586
392626,3927,806.920687
392726,3928,807.19566
392826,3929,807.079677
392926,3930,807.353346
393026,3931,807.117469
393126,3932,807.057522
393226,3933,806.978028
393326,3934,807.249091
393426,3935,807.196964
393526,3936,807.130501
393626,3937,806.906352
393726,3938,806.996272
393826,3939,807.153958
393926,3940,807.328586
394026,3941,807.391139
394126,3942,806.921991
394226,3943,806.935022
394326,3944,807.008001
394426,3945,807.340315
394526,3946,807.306432
394626,3947,807.220421
394726,3948,807.125288
394826,3949,806.98715
394926,3950,807.233453
395026,3951,807.470634
395126,3952,807.372894
395226,3953,807.355953
395326,3954,807.370288
395426,3955,807.514942
395526,3956,807.59574
395626,3957,807.62441
395726,3958,807.666112
395826,3959,807.298612
395926,3960,807.28949
396026,3961,807.487575
396126,3962,807.578798
396226,3963,807.078373
396326,3964,806.971512
396426,3965,807.047097
396526,3966,807.182629
396626,3967,807.340315
396726,3968,807.285581
396826,3969,806.89332
396926,3970,806.989756
397026,3971,807.047097
397126,3972,807.299916
397226,3973,807.191751
397326,3974,807.133107
397426,3975,806.920687
397526,3976,807.220421
397626,3977,807.393745
397726,3978,807.44457
397826,3979,807.396352
397926,3980,807.366378
398026,3981,807.421112
398126,3982,807.726059
398226,3983,807.778186
398326,3984,807.453692
398426,3985,807.352043
398526,3986,807.457602
398626,3987,807.788612
398726,3988,807.641351
398826,3989,807.754729
398926,3990,807.410687
399026,3991,807.448479
399126,3992,807.507123
399226,3993,807.754729
399326,3994,807.610075
399426,3995,807.589224
399526,3996,807.376804
399626,3997,807.507123
399726,3998,807.71042
399826,3999,807.848559
399926,4000,807.535793
400026,4001,807.492788
400126,4002,807.385926
400226,4003,807.542309
400326,4004,807.77167
400426,4005,807.546219
400526,4006,807.344224
400626,4007,807.374197
400726,4008,807.707814
400826,4009,807.831617
400926,4010,807.741697
401026,4011,807.529277
401126,4012,807.59183
401226,4013,807.59574
401326,4014,808.079223
401426,4015,808.14308
401526,4016,807.989303
401626,4017,807.827708
401726,4018,808.019277
401826,4019,808.120925
401926,4020,808.122229
402026,4021,807.943692
402126,4022,807.93066
402226,4023,807.925447
402326,4024,808.205633
402426,4025,808.062282
402526,4026,808.010154
402626,4027,807.934569
402726,4028,807.763851
402826,4029,807.868106
402926,4030,808.162627
403026,4031,808.282521
403126,4032,807.829011
403226,4033,807.814676
403326,4034,807.961936
403426,4035,808.214755
403526,4036,808.006245
403626,4037,807.989303
403726,4038,807.8655
403826,4039,807.972362
403926,4040,807.952814
404026,4041,808.115713
404126,4042,807.815979
404226,4043,807.972362
404326,4044,807.971059
404426,4045,808.060979
404526,4046,808.154808
404626,4047,808.006245
404726,4048,807.870713
404826,4049,807.729968
404926,4050,808.003638
405026,4051,808.304675
405126,4052,808.17175
405226,4053,807.830314
405326,4054,807.875926
405426,4055,807.915021
405526,4056,808.227787
405626,4057,808.066191
405726,4058,808.067495
405826,4059,807.845952
405926,4060,807.980181
406026,4061,807.972362
406126,4062,808.094862
406226,4063,807.956723
406326,4064,807.951511
406426,4065,807.845952
406526,4066,808.070101
406626,4067,808.174356
406726,4068,808.036218
406826,4069,807.778186
406926,4070,807.826404
407026,4071,808.047947
407126,4072,808.238212
407226,4073,808.219968
407326,4074,807.873319
407426,4075,807.925447
407526,4076,807.976271
407626,4077,808.287734
407726,4078,808.087042
407826,4079,807.885048
407926,4080,807.842043
408026,4081,807.950207
408126,4082,807.934569
408226,4083,808.068798
408326,4084,807.946298
408426,4085,807.92284
408526,4086,807.83683
408626,4087,808.192601
408726,4088,808.348984
408826,4089,808.308585
408926,4090,808.124835
409026,4091,808.227787
409126,4092,808.517095
409226,4093,808.656536
409326,4094,808.650021
409426,4095,808.259064
409526,4096,808.22909
409626,4097,808.19651
409726,4098,808.605712
409826,4099,808.507973
409926,4100,808.672175
410026,4101,808.269489
410126,4102,808.393292
410226,4103,808.406324
410326,4104,808.605712
410426,4105,808.358106
410526,4106,808.584861
410626,4107,808.320313
410726,4108,808.464968
410826,4109,808.595287
410926,4110,808.421962
411026,4111,808.308585
411126,4112,808.251244
411226,4113,808.403718
411326,4114,808.618744
411426,4115,808.580951
411526,4116,808.532733
411626,4117,808.326829
411726,4118,808.292946
411826,4119,808.622654
411926,4120,808.593983
412026,4121,808.623957
412126,4122,808.240819
412226,4123,808.390686
412326,4124,808.375047
412426,4125,808.609622
412526,4126,808.418053
412626,4127,808.401111
412726,4128,808.50276
412826,4129,808.6826
412926,4130,808.87026
413026,4131,808.951057
413126,4132,808.754276
413226,4133,808.557494
413326,4134,808.607015
413426,4135,808.785552
413526,4136,808.713877
413626,4137,808.652627
413726,4138,808.360712
413826,4139,808.248638
413926,4140,808.549675
414026,4141,808.627866
414126,4142,808.62526
414226,4143,808.176963
414326,4144,808.359409
414426,4145,808.648717
414526,4146,808.510579
414626,4147,808.547069
414726,4148,808.479303
414826,4149,808.487122
414926,4150,808.739941
415026,4151,808.760792
415126,4152,808.884595
415226,4153,808.760792
415326,4154,808.674781
415426,4155,808.750366
415526,4156,808.794675
415626,4157,809.073557
415726,4158,808.818132
415826,4159,808.62526
415926,4160,808.687813
416026,4161,808.766004
416126,4162,809.113956
416226,4163,808.975818
416326,4164,808.669568
416426,4165,808.733425
416526,4166,808.95627
416626,4167,808.974515
416726,4168,808.865047
416826,4169,808.86635
416926,4170,808.734728
417026,4171,808.717786
417126,4172,808.86244
417226,4173,809.060525
417326,4174,808.722999
417426,4175,808.71518
417526,4176,808.642201
417626,4177,808.792068
417726,4178,809.081376
417826,4179,808.889807
417926,4180,808.640898
418026,4181,808.633079
418126,4182,809.031855
418226,4183,809.083983
418326,4184,809.022733
418426,4185,808.668265
418526,4186,808.707361
418626,4187,808.738637
418726,4188,809.030552
418826,4189,808.939329
418926,4190,808.961483
419026,4191,808.742547
419126,4192,808.803797
419226,4193,808.814222
419326,4194,809.054009
419426,4195,808.892414
419526,4196,808.646111
419626,4197,808.595287
419726,4198,809.007095
419826,4199,809.065738
419926,4200,808.910659
420026,4201,808.678691
420126,4202,808.732121
420226,4203,808.98885
420326,4204,809.069648
420426,4205,808.861137
420526,4206,808.754276
420626,4207,808.784249
420726,4208,808.712574
420826,4209,809.008398
420926,4210,808.910659
421026,4211,808.975818
421126,4212,808.717786
421226,4213,808.794675
421326,4214,808.811616
421426,4215,809.057919
421526,4216,808.793371
421626,4217,808.829861
421726,4218,808.68651
421826,4219,809.039674
421926,4220,809.083983
422026,4221,808.850712
422126,4222,808.646111
422226,4223,808.78034
422326,4224,808.975818
422426,4225,809.123079
422526,4226,808.966696
422626,4227,809.048797
422726,4228,809.008398
422826,4229,808.981031
422926,4230,809.450179
423026,4231,809.377201
423126,4232,809.357653
423226,4233,809.272945
423326,4234,809.450179
423426,4235,809.417599
423526,4236,809.4997
423626,4237,809.497094
423726,4238,809.309435
423826,4239,809.345924
423926,4240,809.50361
424026,4241,809.559647
424126,4242,809.456695
424226,4243,809.266429
424326,4244,809.158265
424426,4245,809.433238
424526,4246,809.6222
424626,4247,809.693876
424726,4248,809.151749
424826,4249,809.253398
424926,4250,809.222121
425026,4251,809.485365
425126,4252,809.534887
425226,4253,809.400658
425326,4254,809.223424
425426,4255,809.365472
425526,4256,809.392839
425626,4257,809.524461
425726,4258,809.358956
425826,4259,809.249488
425926,4260,809.254701
426026,4261,809.429328
426126,4262,809.439754
426226,4263,809.504913
426326,4264,809.310738
426426,4265,809.271642
426526,4266,809.43845
426626,4267,809.645658
426726,4268,809.613078
426826,4269,809.342014
426926,4270,809.163477
427026,4271,809.186935
427126,4272,809.623503
427226,4273,809.530977
427326,4274,809.508823
427426,4275,809.259913
427526,4276,809.368078
427626,4277,809.529674
427726,4278,809.469727
427826,4279,809.558344
427926,4280,809.29119
428026,4281,809.154355
428126,4282,809.177812
428226,4283,809.411084
428326,4284,809.50361
428426,4285,809.276855
428526,4286,809.19736
428626,4287,809.365472
428726,4288,809.649567
428826,4289,809.594833
428926,4290,809.240366
429026,4291,809.252094
429126,4292,809.212999
429226,4293,809.315951
429326,4294,809.516642
429426,4295,809.301616
429526,4296,809.494488
429626,4297,809.263823
429726,4298,809.199967
429826,4299,809.550525
429926,4300,809.579195
430026,4301,809.38111
430126,4302,809.130898
430226,4303,809.414993
430326,4304,809.403264
430426,4305,809.579195
430526,4306,809.22994
430626,4307,809.315951
430726,4308,809.160871
430826,4309,809.610472
430926,4310,809.566163
431026,4311,809.25861
431126,4312,809.156961
431226,4313,809.242972
431326,4314,809.53228
431426,4315,809.50752
431526,4316,809.44627
431626,4317,809.361562
431726,4318,809.252094
431826,4319,809.115259
431926,4320,809.610472
432026,4321,809.665206
432126,4322,809.437147
432226,4323,809.198664
432326,4324,809.396748
432426,4325,809.627413
432526,4326,809.53228
432626,4327,809.196057
432726,4328,809.237759
432826,4329,809.412387
432926,4330,809.653477
433026,4331,809.460605
433126,4332,809.248185
433226,4333,809.272945
433326,4334,809.306828
433426,4335,809.649567
433526,4336,809.747307
433626,4337,809.842439
433726,4338,809.596136
433826,4339,809.603956
433926,4340,809.573982
434026,4341,810.039221
434126,4342,809.910205
434226,4343,809.80595
434326,4344,809.657386
434426,4345,809.721243
434526,4346,809.762945
434626,4347,809.839833
434726,4348,809.62611
434826,4349,809.708211
434926,4350,809.590924
435026,4351,809.89978
435126,4352,809.958423
435226,4353,809.764248
435326,4354,809.628716
435426,4355,809.450179
435526,4356,809.980578
435626,4357,810.031402
435726,4358,809.706908
435826,4359,809.742094
435926,4360,809.577892
436026,4361,809.631323
436126,4362,809.998822
436226,4363,809.8672
436326,4364,809.881535
436426,4365,809.723849
436526,4366,809.686057
436626,4367,809.77337
436726,4368,810.004035
436826,4369,809.714727
436926,4370,809.693876
437026,4371,809.686057
437126,4372,809.897173
437226,4373,809.920631
437326,4374,809.710817
437426,4375,809.643051
437526,4376,809.598743
437626,4377,809.89587
437726,4378,810.015764
437826,4379,809.953211
437926,4380,809.65478
438026,4381,809.641748
438126,4382,809.652174
438226,4383,809.968849
438326,4384,809.938875
438426,4385,809.753822
438526,4386,809.615684
438626,4387,809.739487
438726,4388,809.746003
438826,4389,809.881535
438926,4390,809.768158
439026,4391,809.641748
439126,4392,809.659993
439226,4393,809.723849
439326,4394,809.619594
439426,4395,809.490578
439526,4396,809.491881
439626,4397,809.528371
439726,4398,809.743397
439826,4399,809.888051
439926,4400,810.004035
440026,4401,809.631323
440126,4402,809.590924
440226,4403,809.600046
440326,4404,810.013157
440426,4405,809.904993
440526,4406,809.931056
440626,4407,809.628716
440726,4408,809.671722
440826,4409,809.925844
440926,4410,810.048343
441026,4411,809.734275
441126,4412,809.68736
441226,4413,809.692573
441326,4414,809.907599
441426,4415,809.931056
441526,4416,809.766854
441626,4417,809.523158
441726,4418,809.615684
441826,4419,809.873716
441926,4420,810.013157
442026,4421,809.967546
442126,4422,809.675631
442226,4423,809.662599
442326,4424,809.620897
442426,4425,810.07962
442526,4426,809.815072
442626,4427,809.803344
442726,4428,809.696482
442826,4429,809.65869
442926,4430,809.757732
443026,4431,809.976668
443126,4432,809.822892
443226,4433,809.714727
443326,4434,809.557041
443426,4435,809.841136
443526,4436,809.970152
443626,4437,809.833317
443726,4438,809.674328
443826,4439,809.667812
443926,4440,809.619594
444026,4441,809.825498
444126,4442,809.962333
444226,4443,809.618291
444326,4444,809.555738
444426,4445,809.563557
444526,4446,810.004035
444626,4447,809.89978
444726,4448,809.953211
444826,4449,809.921934
444926,4450,809.566163
445026,4451,809.718636
445126,4452,809.96103
445226,4453,809.791615
445326,4454,809.700392
445426,4455,809.667812
445526,4456,809.910205
445626,4457,809.856774
445726,4458,809.880232
445826,4459,809.641748
445926,4460,809.567466
446026,4461,809.904993
446126,4462,809.967546
446226,4463,809.938875
446326,4464,809.696482
446426,4465,809.633929
446526,4466,809.452786
446626,4467,809.949301
446726,4468,809.9897
446826,4469,809.938875
446926,4470,809.631323
447026,4471,809.624807
447126,4472,809.736881
447226,4473,810.045737
447326,4474,809.856774
447426,4475,809.756429
447526,4476,809.770764
447626,4477,809.912812
447726,4478,810.069194
447826,4479,810.159115
447926,4480,809.856774
448026,4481,809.765551
448126,4482,809.850259
448226,4483,809.997519
448326,4484,809.9897
448426,4485,809.759035
448526,4486,809.671722
448626,4487,809.508823
448726,4488,809.955817
448826,4489,810.011854
448926,4490,809.740791
449026,4491,809.657386
449126,4492,809.682147
449226,4493,809.630019
449326,4494,809.997519
449426,4495,809.869806
449526,4496,809.752519
449626,4497,809.623503
449726,4498,809.734275
449826,4499,809.781189
449926,4500,809.881535
450026,4501,809.674328
450126,4502,809.623503
450226,4503,809.752519
450326,4504,809.934966
450426,4505,809.92845
450526,4506,809.854168
450626,4507,809.590924
450726,4508,809.542706
450826,4509,809.927147
450926,4510,809.980578
451026,4511,809.958423
451126,4512,809.640445
451226,4513,809.635232
451326,4514,809.760338
451426,4515,809.946695
451526,4516,809.918024
451626,4517,809.757732
451726,4518,809.624807
451826,4519,809.732971
451926,4520,809.557041
452026,4521,809.970152
452126,4522,809.721243
452226,4523,809.665206
452326,4524,809.702998
452426,4525,809.940179
452526,4526,809.945391
452626,4527,809.781189
452726,4528,809.602652
452826,4529,809.633929
452926,4530,809.945391
453026,4531,810.006641
453126,4532,809.80595
453226,4533,809.610472
453326,4534,809.623503
453426,4535,809.730365
453526,4536,809.830711
453626,4537,809.908902
453726,4538,809.802041
453826,4539,809.644355
453926,4540,809.646961
454026,4541,809.663902
454126,4542,809.996216
454226,4543,809.795525
454326,4544,809.706908
454426,4545,809.644355
454526,4546,809.860684
454626,4547,809.937572
454726,4548,809.760338
454826,4549,809.639142
454926,4550,809.559647
455026,4551,809.931056
455126,4552,809.888051
455226,4553,810.002732
455326,4554,809.755126
455426,4555,809.686057
455526,4556,809.822892
455626,4557,810.030099
455726,4558,809.860684
455826,4559,809.812466
455926,4560,809.550525
456026,4561,809.726455
456126,4562,809.77728
456226,4563,809.964939
456326,4564,809.768158
456426,4565,809.918024
456526,4566,809.714727
456626,4567,809.841136
456726,4568,809.800737
456826,4569,809.782493
456926,4570,809.645658
457026,4571,809.630019
457126,4572,809.854168
457226,4573,809.992306
457326,4574,809.963636
457426,4575,809.613078
457526,4576,809.6222
457626,4577,809.59353
457726,4578,810.024886
457826,4579,809.802041
457926,4580,809.903689
458026,4581,809.566163
458126,4582,809.666509
458226,4583,809.747307
458326,4584,809.984487
458426,4585,809.588317
458526,4586,809.657386
458626,4587,809.596136
458726,4588,809.851562
458826,4589,809.918024
458926,4590,809.781189
459026,4591,809.644355
459126,4592,809.657386
459226,4593,809.802041
459326,4594,810.061375
459426,4595,809.931056
459526,4596,809.65869
459626,4597,809.705604
459726,4598,809.56486
459826,4599,809.908902
459926,4600,809.950604
460026,4601,809.920631
460126,4602,809.577892
460226,4603,809.7447
460326,4604,809.768158
460426,4605,809.966242
460526,4606,809.729062
460626,4607,809.726455
460726,4608,809.59353
460826,4609,809.804647
460926,4610,809.875019
461026,4611,809.856774
461126,4612,809.636535
461226,4613,809.708211
461326,4614,809.803344
461426,4615,809.9897
461526,4616,810.009248
461626,4617,809.666509
461726,4618,809.511429
461826,4619,809.663902
461926,4620,809.98579
462026,4621,810.028796
462126,4622,809.933663
462226,4623,809.589621
462326,4624,809.633929
462426,4625,809.691269
462526,4626,809.954514
462626,4627,809.822892
462726,4628,809.783796
462826,4629,809.551828
462926,4630,809.877626
463026,4631,809.89587
463126,4632,809.795525
463226,4633,809.675631
463326,4634,809.725152
463426,4635,809.782493
463526,4636,810.002732
463626,4637,809.891961
463726,4638,810.041827
463826,4639,809.594833
463926,4640,809.653477
464026,4641,809.87111
464126,4642,809.991003
464226,4643,809.997519
464326,4644,809.611775
464426,4645,809.639142
464526,4646,809.645658
464626,4647,810.02228
464726,4648,809.855471
464826,4649,809.8672
464926,4650,809.563557
465026,4651,809.74861
465126,4652,809.817679
465226,4653,809.941482
465326,4654,809.80986
465426,4655,809.971455
465526,4656,809.817679
465626,4657,810.139567
465726,4658,810.056163
465826,4659,809.755126
465926,4660,809.596136
466026,4661,809.696482
466126,4662,809.927147
466226,4663,810.114806
466326,4664,809.992306
466426,4665,809.678237
466526,4666,809.699088
466626,4667,809.627413
466726,4668,809.886748
466826,4669,809.815072
466926,4670,809.77337
467026,4671,809.643051
467126,4672,809.747307
467226,4673,809.792918
467326,4674,809.815072
467426,4675,809.706908
467526,4676,809.981881
467626,4677,809.782493
467726,4678,809.829408
467826,4679,809.984487
467926,4680,809.824195
468026,4681,809.547918
468126,4682,809.577892
468226,4683,809.927147
468326,4684,810.020976
468426,4685,809.927147
468526,4686,809.876322
468626,4687,809.632626
468726,4688,809.92845
468826,4689,810.034008
468926,4690,809.864594
469026,4691,809.875019
469126,4692,809.65869
469226,4693,809.755126
469326,4694,809.730365
469426,4695,809.835923
469526,4696,809.559647
469626,4697,809.441057
469726,4698,809.353743
469826,4699,809.399355
469926,4700,809.641748
470026,4701,809.375897
470126,4702,809.280764
470226,4703,809.280764
470326,4704,809.472333
470426,4705,809.588317
470526,4706,809.429328
470626,4707,809.468424
470726,4708,809.267733
470826,4709,809.220818
470926,4710,809.570073
471026,4711,809.573982
471126,4712,809.482759
471226,4713,809.211695
471326,4714,809.300312
471426,4715,809.562254
471526,4716,809.639142
471626,4717,809.351137
471726,4718,809.196057
471826,4719,809.235153
471926,4720,809.487972
472026,4721,809.576589
472126,4722,809.439754
472226,4723,809.256004
472326,4724,809.32377
472426,4725,809.411084
472526,4726,809.435844
472626,4727,809.602652
472726,4728,809.345924
472826,4729,809.185632
472926,4730,809.254701
473026,4731,809.579195
473126,4732,809.530977
473226,4733,809.420206
473326,4734,809.222121
473426,4735,809.366775
473526,4736,809.665206
473626,4737,809.601349
473726,4738,809.297706
473826,4739,809.301616
473926,4740,809.220818
474026,4741,809.540099
474126,4742,809.485365
474226,4743,809.35244
474326,4744,809.353743
474426,4745,809.280764
474526,4746,809.175206
474626,4747,809.633929
474726,4748,809.603956
474826,4749,809.19736
474926,4750,809.224727
475026,4751,809.248185
475126,4752,809.725152
475226,4753,809.557041
475326,4754,809.386323
475426,4755,809.175206
475526,4756,809.297706
475626,4757,809.334195
475726,4758,809.501004
475826,4759,809.326376
475926,4760,809.345924
476026,4761,809.336802
476126,4762,809.528371
476226,4763,809.553131
476326,4764,809.41369
476426,4765,809.241669
476526,4766,809.013611
476626,4767,809.283371
476726,4768,809.726455
476826,4769,809.464514
476926,4770,809.160871
477026,4771,809.13611
477126,4772,809.179116
477226,4773,809.460605
477326,4774,809.308131
477426,4775,809.027946
477526,4776,808.930206
477626,4777,808.812919
477726,4778,808.876776
477826,4779,809.145233
477926,4780,808.921084
478026,4781,808.775127
478126,4782,808.77252
478226,4783,808.921084
478326,4784,808.914568
478426,4785,809.085286
478526,4786,808.801191
478626,4787,808.716483
478726,4788,808.807707
478826,4789,808.880685
478926,4790,809.093105
479026,4791,808.829861
479126,4792,808.642201
479226,4793,808.659143
479326,4794,808.979728
479426,4795,809.034462
479526,4796,808.65784
479626,4797,808.80901
479726,4798,808.728212
479826,4799,808.859834
479926,4800,808.816829
480026,4801,808.550978
480126,4802,808.510579
480226,4803,808.304675
480326,4804,808.636989
480426,4805,808.488425
480526,4806,808.47409
480626,4807,808.259064
480726,4808,808.303372
480826,4809,808.333345
480926,4810,808.388079
481026,4811,808.62526
481126,4812,808.255154
481226,4813,808.227787
481326,4814,808.214755
481426,4815,808.49885
481526,4816,808.549675
481626,4817,808.650021
481726,4818,808.230393
481826,4819,808.132654
481926,4820,808.268186
482026,4821,808.536643
482126,4822,808.365925
482226,4823,808.466271
482326,4824,808.189994
482426,4825,808.295553
482526,4826,808.405021
482626,4827,808.230393
482726,4828,808.001032
482826,4829,808.088346
482926,4830,807.93066
483026,4831,808.027096
483126,4832,808.16784
483226,4833,807.988
483326,4834,807.757335
483426,4835,807.741697
483526,4836,808.064888
483626,4837,808.154808
483726,4838,808.217361
483826,4839,807.741697
483926,4840,807.789915
484026,4841,807.852468
484126,4842,808.201723
484226,4843,808.012761
484326,4844,808.017973
484426,4845,807.887654
484526,4846,807.822495
484626,4847,807.99191
484726,4848,808.103984
484826,4849,807.99191
484926,4850,807.741697
485026,4851,807.80425
485126,4852,808.109197
485226,4853,808.222574
485326,4854,807.915021
485426,4855,807.715633
485526,4856,807.80816
485626,4857,808.140473
485726,4858,808.335952
485826,4859,808.276005
485926,4860,807.772974
486026,4861,807.886351
486126,4862,807.806857
486226,4863,808.04925
486326,4864,807.874622
486426,4865,807.686963
486526,4866,807.447176
486626,4867,807.594437
486726,4868,807.544915
486826,4869,807.686963
486926,4870,807.504516
487026,4871,807.483665
487126,4872,807.491485
487226,4873,807.703905
487326,4874,807.677841
487426,4875,807.580101
487526,4876,807.492788
487626,4877,807.328586
487726,4878,807.393745
487826,4879,807.547522
487926,4880,807.445873
488026,4881,807.178719
488126,4882,806.89723
488226,4883,806.607922
488326,4884,807.073161
488426,4885,806.905049
488526,4886,806.881592
488626,4887,806.498454
488726,4888,806.516698
488826,4889,806.714783
488926,4890,806.773427
489026,4891,806.740847
489126,4892,806.577948
489226,4893,806.488028
489326,4894,806.649624
489426,4895,806.779943
489526,4896,806.618347
489626,4897,806.511486
489726,4898,806.512789
489826,4899,806.663959
489926,4900,806.624863
490026,4901,806.61965
490126,4902,806.299066
490226,4903,806.153108
490326,4904,806.05146
490426,4905,806.282124
490526,4906,806.125741
490626,4907,805.9863
490726,4908,805.732178
490826,4909,805.760848
490926,4910,805.746513
491026,4911,806.100981
491126,4912,805.768667
491226,4913,805.696992
491326,4914,805.673534
491426,4915,805.869013
491526,4916,805.949811
491626,4917,805.913321
491726,4918,805.578402
491826,4919,805.564067
491926,4920,805.781699
492026,4921,805.970662
492126,4922,806.021486
492226,4923,805.583614
492326,4924,805.491088
492426,4925,805.401168
492526,4926,805.725662
492626,4927,805.578402
492726,4928,805.397258
492826,4929,805.179625
492926,4930,805.332099
493026,4931,805.515848
493126,4932,805.401168
493226,4933,805.144439
493326,4934,805.120982
493426,4935,804.903349
493526,4936,805.22654
493626,4937,805.160078
493726,4938,804.958083
493826,4939,804.728722
493926,4940,804.611435
494026,4941,804.68702
494126,4942,804.791275
494226,4943,804.77303
494326,4944,804.292153
494426,4945,804.617951
494526,4946,804.195717
494626,4947,804.238722
494726,4948,804.299972
494826,4949,804.182685
494926,4950,803.995026
495026,4951,803.92335
495126,4952,803.929866
495226,4953,804.324733
495326,4954,804.138377
495426,4955,804.022393
495526,4956,803.867313
495626,4957,803.856888
495726,4958,804.180079
495826,4959,803.911622
495926,4960,803.567579
496026,4961,803.683563
496126,4962,803.626223
496226,4963,803.720053
496326,4964,803.740904
496426,4965,803.463324
496526,4966,803.282181
496626,4967,803.331702
496726,4968,803.411197
496826,4969,803.310851
496926,4970,803.132314
497026,4971,802.59149
497126,4972,802.540666
497226,4973,802.594096
497326,4974,802.729628
497426,4975,802.654043
497526,4976,802.401224
497626,4977,802.247448
497726,4978,802.296969
497826,4979,802.368645
497926,4980,802.22399
498026,4981,801.840853
498126,4982,801.857794
498226,4983,801.788725
498326,4984,802.028512
498426,4985,801.891677
498526,4986,801.61931
498626,4987,801.425135
498726,4988,801.262236
498826,4989,801.512449
498926,4990,801.505933
499026,4991,801.423832
499126,4992,801.039391
499226,4993,800.847822
499326,4994,800.966412
499426,4995,801.017236
499526,4996,801.002901
499626,4997,800.821758
499726,4998,800.80612
499826,4999,800.80221
499926,5000,800.789178
500026,5001,800.880402
500126,5002,800.505083
500226,5003,800.492051
500326,5004,800.40604
500426,5005,800.468593
500526,5006,800.46729
500626,5007,799.896493
500726,5008,799.581121
500826,5009,799.252717
500926,5010,799.342637
501026,5011,799.366095
501126,5012,799.059845
501226,5013,798.706681
501326,5014,798.451255
501426,5015,798.274021
501526,5016,798.619367
501626,5017,798.491654
501726,5018,798.22841
501826,5019,797.946921
501926,5020,798.021203
502026,5021,797.885671
502126,5022,798.064208
502226,5023,797.708437
502326,5024,797.484288
502426,5025,797.266656
502526,5026,797.28881
502626,5027,797.296629
502726,5028,797.248411
502826,5029,796.858757
502926,5030,796.698465
503026,5031,796.871789
503126,5032,796.772747
503226,5033,796.566842
503326,5034,796.041657
503426,5035,795.83054
503526,5036,795.713253
503626,5037,796.01429
503726,5038,795.607695
503826,5039,795.443493
503926,5040,795.232376
504026,5041,795.13594
504126,5042,795.030381
504226,5043,795.178945
504326,5044,794.773653
504426,5045,794.532563
504526,5046,794.464797
504626,5047,794.430914
504726,5048,794.52735
504826,5049,794.213281
504926,5050,793.801473
505026,5051,793.807989
505126,5052,793.845782
505226,5053,793.79626
505326,5054,793.746739
505426,5055,793.131634
505526,5056,792.897059
505626,5057,792.597326
505726,5058,792.841022
505826,5059,792.726341
505926,5060,792.510012
506026,5061,792.060411
506126,5062,792.089082
506226,5063,791.898816
506326,5064,792.070837
506426,5065,791.687699
506526,5066,791.571715
506626,5067,791.212035
506726,5068,791.145572
506826,5069,790.983976
506926,5070,790.814562
507026,5071,790.61778
507126,5072,790.305014
507226,5073,790.350626
507326,5074,790.25419
507426,5075,789.972701
507526,5076,789.519191
507626,5077,789.160813
507726,5078,789.108686
507826,5079,788.79592
507926,5080,788.876718
508026,5081,788.520947
508126,5082,788.0114
508226,5083,788.04398
508326,5084,787.650416
508426,5085,787.767703
508526,5086,787.349379
508626,5087,787.061374
508726,5088,786.833316
508826,5089,786.674327
508926,5090,786.749912
509026,5091,786.480152
509126,5092,786.09962
509226,5093,785.892413
509326,5094,786.056615
509426,5095,786.033157
509526,5096,785.625259
509626,5097,785.27861
509726,5098,784.961935
509826,5099,784.634834
509926,5100,784.67784
510026,5101,784.647866
510126,5102,784.31034
510226,5103,783.529729
510326,5104,783.413745
510426,5105,783.037123
510526,5106,783.205235
510626,5107,782.7009
510726,5108,782.397257
510826,5109,781.982843
510926,5110,781.933322
511026,5111,781.640104
511126,5112,781.276514
511226,5113,780.837339
511326,5114,780.45811
511426,5115,780.398164
511526,5116,780.295212
511626,5117,780.061941
511726,5118,779.535452
511826,5119,779.304787
511926,5120,779.106702
512026,5121,779.16274
512126,5122,778.829123
512226,5123,778.719655
512326,5124,778.164496
512426,5125,777.785268
512526,5126,777.48814
512626,5127,777.413858
512726,5128,776.966864
512826,5129,776.414312
