0.000000000000000000e+00 0.000000000000000000e+00
1.217679697532842581e-02 3.589659999999999851e+00
1.117679697532842492e-02 3.674719999999999764e+00
1.117679697532842492e-02 3.734119999999999884e+00
1.117679697532842492e-02 4.161669999999999980e+00
1.317679697532842496e-02 4.537619999999999543e+00
1.417679697532842585e-02 4.889019999999999477e+00
1.417679697532842585e-02 5.246199999999999974e+00
1.417679697532842585e-02 5.651790000000000092e+00
1.517679697532842500e-02 6.011650000000000382e+00
1.717679697532842678e-02 6.429640000000000022e+00
2.017679697532842598e-02 6.777400000000000091e+00
2.117679697532842686e-02 7.166050000000000253e+00
2.217679697532842775e-02 7.503199999999999648e+00
2.317679697532842864e-02 7.975069999999999659e+00
2.417679697532842259e-02 8.369320000000000093e+00
2.517679697532842695e-02 8.758510000000001128e+00
2.717679697532842525e-02 9.164469999999999672e+00
2.917679697532842356e-02 9.576599999999999113e+00
3.117679697532842534e-02 1.000239000000000011e+01
3.317679697532842364e-02 1.040703000000000067e+01
3.417679697532842453e-02 1.077163000000000004e+01
3.617679697532842631e-02 1.123995999999999995e+01
3.717679697532842720e-02 1.166399999999999970e+01
3.917679697532842897e-02 1.207403000000000048e+01
4.117679697532843075e-02 1.248643000000000036e+01
4.317679697532842559e-02 1.295415000000000028e+01
4.517679697532842736e-02 1.333458999999999861e+01
4.717679697532842220e-02 1.377658999999999878e+01
4.917679697532842398e-02 1.420081000000000060e+01
5.117679697532842575e-02 1.464439999999999920e+01
5.217679697532842664e-02 1.507213999999999920e+01
5.417679697532842842e-02 1.550241000000000113e+01
5.517679697532842237e-02 1.591368999999999900e+01
5.717679697532842414e-02 1.637177000000000149e+01
5.817679697532842503e-02 1.681180000000000163e+01
6.017679697532841987e-02 1.721291000000000082e+01
6.117679697532842770e-02 1.765725000000000122e+01
6.417679697532843730e-02 1.806715000000000160e+01
6.517679697532842431e-02 1.852540000000000120e+01
6.717679697532842609e-02 1.892698000000000036e+01
6.817679697532841310e-02 1.935962999999999923e+01
6.917679697532841399e-02 1.980349000000000004e+01
7.017679697532842875e-02 2.020626999999999995e+01
7.217679697532841665e-02 2.065822000000000003e+01
7.417679697532841843e-02 2.107552000000000092e+01
7.517679697532841931e-02 2.152877000000000152e+01
7.717679697532842109e-02 2.190706000000000131e+01
7.817679697532842198e-02 2.233592000000000155e+01
8.017679697532842376e-02 2.274287999999999954e+01
8.217679697532842553e-02 2.318681000000000125e+01
8.417679697532842731e-02 2.360657999999999745e+01
8.517679697532842820e-02 2.406563999999999837e+01
8.617679697532842908e-02 2.449780000000000157e+01
8.817679697532843086e-02 2.489597999999999800e+01
9.017679697532843264e-02 2.532173999999999836e+01
9.217679697532843441e-02 2.569290000000000163e+01
9.317679697532840755e-02 2.617277999999999949e+01
9.517679697532843708e-02 2.661035999999999646e+01
9.717679697532841110e-02 2.700832000000000122e+01
9.917679697532841288e-02 2.742029000000000138e+01
1.001767969753284415e-01 2.784516999999999953e+01
1.021767969753284155e-01 2.828617000000000203e+01
1.031767969753284164e-01 2.871610999999999692e+01
1.051767969753284182e-01 2.916524000000000072e+01
1.071767969753284200e-01 2.959083000000000041e+01
1.081767969753284209e-01 3.002815000000000012e+01
1.101767969753284226e-01 3.042249000000000336e+01
1.121767969753284244e-01 3.083805999999999869e+01
1.131767969753284253e-01 3.123484000000000194e+01
1.141767969753283984e-01 3.167480999999999725e+01
1.151767969753284271e-01 3.213360000000000127e+01
1.181767969753284298e-01 3.255584000000000344e+01
1.201767969753284315e-01 3.297088000000000108e+01
1.211767969753284324e-01 3.339002999999999588e+01
1.231767969753284064e-01 3.382207000000000363e+01
1.251767969753284360e-01 3.422775999999999641e+01
1.261767969753284091e-01 3.466872000000000043e+01
1.281767969753284386e-01 3.510949000000000098e+01
1.301767969753284404e-01 3.551167000000000229e+01
1.311767969753284413e-01 3.597037999999999869e+01
1.331767969753284153e-01 3.636415999999999826e+01
1.341767969753284162e-01 3.681125999999999721e+01
1.361767969753284180e-01 3.718619999999999948e+01
1.371767969753284189e-01 3.765623000000000076e+01
1.391767969753283929e-01 3.810090999999999894e+01
1.411767969753284224e-01 3.851035999999999859e+01
1.421767969753284233e-01 3.889882000000000062e+01
1.441767969753284251e-01 3.933203999999999922e+01
1.461767969753284269e-01 3.975502999999999787e+01
1.481767969753284009e-01 4.021012000000000342e+01
1.491767969753284018e-01 4.060802000000000334e+01
1.501767969753284304e-01 4.101442999999999728e+01
1.521767969753284044e-01 4.148049999999999926e+01
1.541767969753284062e-01 4.191904000000000252e+01
1.551767969753284349e-01 4.235397999999999996e+01
1.571767969753284089e-01 4.272127000000000407e+01
1.591767969753284107e-01 4.315675000000000239e+01
1.601767969753284115e-01 4.357244000000000028e+01
1.621767969753284133e-01 4.400430999999999671e+01
1.641767969753284151e-01 4.440599000000000274e+01
1.651767969753284437e-01 4.481204999999999927e+01
1.671767969753284178e-01 4.524445999999999657e+01
1.691767969753284195e-01 4.566293999999999897e+01
1.701767969753284204e-01 4.605367999999999995e+01
1.721767969753284222e-01 4.649007000000000289e+01
1.731767969753284231e-01 4.692670999999999992e+01
1.751767969753284249e-01 4.729231000000000051e+01
1.761767969753284258e-01 4.771674000000000149e+01
1.781767969753284553e-01 4.821772999999999598e+01
1.791767969753284007e-01 4.859810000000000230e+01
1.811767969753284024e-01 4.902624999999999744e+01
1.831767969753284320e-01 4.943984999999999985e+01
1.851767969753284060e-01 4.990500999999999721e+01
1.871767969753284355e-01 5.027167000000000030e+01
1.891767969753284095e-01 5.067799999999999727e+01
1.901767969753284382e-01 5.113699000000000439e+01
1.921767969753284122e-01 5.155259000000000214e+01
1.961767969753284158e-01 5.191586999999999819e+01
1.971767969753284167e-01 5.233561999999999870e+01
1.981767969753284175e-01 5.275466999999999729e+01
1.991767969753284184e-01 5.319805000000000206e+01
2.011767969753283924e-01 5.358679999999999666e+01
2.031767969753284497e-01 5.399098000000000752e+01
2.041767969753283951e-01 5.443928999999999974e+01
2.051767969753284238e-01 5.483696999999999377e+01
2.071767969753283978e-01 5.525171999999999883e+01
2.081767969753284264e-01 5.566681999999999420e+01
2.091767969753284273e-01 5.607358000000000686e+01
2.111767969753284291e-01 5.650634999999999764e+01
2.131767969753284309e-01 5.686619999999999919e+01
2.151767969753284326e-01 5.727989999999999782e+01
2.161767969753283780e-01 5.770066999999999524e+01
2.171767969753284344e-01 5.814166999999999774e+01
2.191767969753284084e-01 5.853308000000000533e+01
2.211767969753284102e-01 5.897744000000000142e+01
2.231767969753284397e-01 5.935018000000000171e+01
2.251767969753284138e-01 5.979043000000000774e+01
2.271767969753284155e-01 6.016375999999999635e+01
2.271767969753284155e-01 6.060549999999999926e+01
2.281767969753284164e-01 6.102584000000000231e+01
2.291767969753284173e-01 6.139008000000000465e+01
2.311767969753283913e-01 6.181789000000000556e+01
2.331767969753284486e-01 6.220136000000000109e+01
2.341767969753283940e-01 6.262263000000000801e+01
2.341767969753283940e-01 6.305954000000000548e+01
2.361767969753283958e-01 6.342978000000000804e+01
2.381767969753284531e-01 6.385208000000000794e+01
2.391767969753283984e-01 6.422554999999999836e+01
2.411767969753284002e-01 6.467171999999999343e+01
2.421767969753284011e-01 6.506544999999999845e+01
2.441767969753284306e-01 6.545995000000000630e+01
2.451767969753284315e-01 6.586796999999999969e+01
2.461767969753284324e-01 6.623917000000000144e+01
2.471767969753284333e-01 6.662475000000000591e+01
2.491767969753284351e-01 6.703423999999999694e+01
2.501767969753284082e-01 6.742553999999999803e+01
2.511767969753284091e-01 6.785573999999999728e+01
2.531767969753284109e-01 6.824141999999999086e+01
2.541767969753284118e-01 6.864445000000000618e+01
2.551767969753284127e-01 6.902585999999999444e+01
2.571767969753284144e-01 6.948323000000000604e+01
2.591767969753284162e-01 6.984453000000000600e+01
2.601767969753284171e-01 7.026051999999999964e+01
2.611767969753284180e-01 7.060680000000000689e+01
2.631767969753284198e-01 7.105540000000000589e+01
2.641767969753284206e-01 7.142708000000000368e+01
2.651767969753284215e-01 7.182596999999999809e+01
2.661767969753283669e-01 7.216930999999999585e+01
2.681767969753284242e-01 7.259968999999999539e+01
2.691767969753284251e-01 7.295428000000001134e+01
2.701767969753284260e-01 7.338168000000000291e+01
2.721767969753284278e-01 7.378692999999999813e+01
2.731767969753284286e-01 7.417996999999999730e+01
2.741767969753284295e-01 7.454677999999999827e+01
