Specimen properties : Specimen label,"DIC_S1"
General : End Time,"Tuesday, February 23, 2016 2:33:57 PM"
Specimen properties : Thickness,"0.92000",mm
Specimen properties : Width,"10.10000",mm
Test : Test Rate,"1.00000",mm/min
Modulus (Chord 0.001 mm/mm - 0.003 mm/mm) : Modulus (Chord 0.001 mm/mm - 0.003 mm/mm),,GPa

Time,Extension,Load,Tensile strain (Extensometer),Tensile stress
(s),(mm),(N),(mm/mm),(MPa)
"241.30000","4.02042","4896.93994","0.00041","527.00604"
"241.40000","4.02209","4887.36133","0.00027","525.97516"
"241.50000","4.02378","4872.91650","0.00002","524.42065"
"241.60000","4.02538","4759.51807","-0.00009","512.21674"
"241.70000","4.02705","4673.88281","-0.00008","503.00073"
"241.80000","4.02874","4671.35596","0.00001","502.72879"
"241.90000","4.03044","4672.11523","0.00022","502.81052"
"242.00000","4.03207","4672.95605","0.00030","502.90100"
"242.10000","4.03369","4674.91406","0.00027","503.11172"
"242.20000","4.03540","4677.64209","0.00009","503.40530"
"242.30000","4.03710","4680.06445","-0.00016","503.66602"
"242.40000","4.03878","4682.52734","-0.00029","503.93106"
"242.50000","4.04035","4684.76416","-0.00023","504.17178"
"242.60000","4.04203","4687.24023","-0.00004","504.43826"
"242.70000","4.04378","4690.51660","0.00023","504.79086"
"242.80000","4.04545","4692.78467","0.00031","505.03494"
"242.90000","4.04705","4694.86621","0.00034","505.25897"
"243.00000","4.04868","4697.34033","0.00026","505.52524"
"243.10000","4.05042","4700.25439","0.00004","505.83884"
"243.20000","4.05211","4703.10449","-0.00015","506.14557"
"243.30000","4.05376","4705.41162","-0.00026","506.39386"
"243.40000","4.05535","4707.71045","-0.00022","506.64127"
"243.50000","4.05706","4710.60840","-0.00003","506.95313"
"243.60000","4.05879","4713.47998","0.00013","507.26218"
"243.70000","4.06043","4715.92676","0.00029","507.52548"
"243.80000","4.06205","4718.68750","0.00028","507.82260"
"243.90000","4.06371","4721.32764","0.00013","508.10672"
"244.00000","4.06544","4724.38867","-0.00001","508.43616"
"244.10000","4.06708","4727.01318","-0.00015","508.71860"
"244.20000","4.06874","4729.64014","-0.00013","509.00131"
"244.30000","4.07037","4732.51318","-0.00006","509.31052"
"244.40000","4.07206","4735.28613","0.00010","509.60895"
"244.50000","4.07375","4738.26709","0.00015","509.92975"
"244.60000","4.07541","4740.73682","0.00019","510.19553"
"244.70000","4.07705","4743.38232","0.00015","510.48026"
"244.80000","4.07872","4746.36279","0.00004","510.80099"
"244.90000","4.08041","4749.05273","-0.00008","511.09048"
"245.00000","4.08208","4751.67090","-0.00013","511.37225"
"245.10000","4.08377","4754.75830","-0.00008","511.70453"
"245.20000","4.08538","4757.22607","0.00001","511.97009"
"245.30000","4.08705","4760.03467","0.00013","512.27234"
"245.40000","4.08876","4763.04883","0.00018","512.59674"
"245.50000","4.09046","4766.00391","0.00014","512.91479"
"245.60000","4.09206","4768.48096","0.00002","513.18134"
"245.70000","4.09370","4771.49316","-0.00010","513.50549"
"245.80000","4.09542","4773.88916","-0.00016","513.76337"
"245.90000","4.09710","4775.85693","-0.00014","513.97516"
"246.00000","4.09878","4778.48926","-0.00008","514.25842"
"246.10000","4.10036","4780.79785","0.00002","514.50690"
"246.20000","4.10205","4783.52197","0.00007","514.80005"
"246.30000","4.10380","4786.32422","0.00009","515.10162"
"246.40000","4.10545","4788.79932","0.00006","515.36798"
"246.50000","4.10705","4791.25879","0.00000","515.63269"
"246.60000","4.10869","4793.74023","-0.00007","515.89972"
"246.70000","4.11042","4796.46094","-0.00007","516.19250"
"246.80000","4.11210","4799.17480","-0.00003","516.48462"
"246.90000","4.11375","4801.09619","0.00005","516.69141"
"247.00000","4.11535","4803.57471","0.00013","516.95813"
"247.10000","4.11707","4805.97412","0.00017","517.21631"
"247.20000","4.11877","4808.55420","0.00016","517.49402"
"247.30000","4.12042","4811.06201","0.00008","517.76392"
"247.40000","4.12202","4813.48291","-0.00003","518.02441"
"247.50000","4.12371","4816.27344","-0.00009","518.32477"
"247.60000","4.12542","4818.77100","-0.00004","518.59351"
"247.70000","4.12709","4821.29492","0.00005","518.86517"
"247.80000","4.12876","4824.02197","0.00015","519.15863"
"247.90000","4.13038","4826.55078","0.00018","519.43079"
"248.00000","4.13209","4828.97217","0.00017","519.69135"
"248.10000","4.13376","4831.21631","0.00008","519.93286"
"248.20000","4.13542","4833.72607","-0.00002","520.20300"
"248.30000","4.13706","4836.16846","-0.00003","520.46582"
"248.40000","4.13872","4838.73535","-0.00011","520.74207"
"248.50000","4.14041","4841.34863","0.00001","521.02332"
"248.60000","4.14209","4843.79395","0.00011","521.28650"
"248.70000","4.14377","4846.41406","0.00017","521.56848"
"248.80000","4.14537","4848.58447","0.00017","521.80206"
"248.90000","4.14706","4850.57813","0.00009","522.01660"
"249.00000","4.14874","4853.47510","-0.00002","522.32837"
"249.10000","4.15044","4855.90625","-0.00015","522.59003"
"249.20000","4.15205","4858.49658","-0.00016","522.86877"
"249.30000","4.15370","4860.77734","-0.00005","523.11426"
"249.40000","4.15541","4863.50342","0.00009","523.40759"
"249.50000","4.15711","4866.10498","0.00020","523.68756"
"249.60000","4.15876","4868.52246","0.00027","523.94775"
"249.70000","4.16035","4870.99707","0.00023","524.21405"
"249.80000","4.16206","4873.17139","0.00029","524.44806"
"249.90000","4.16378","4875.86572","0.00012","524.73804"
"250.00000","4.16544","4878.15967","0.00000","524.98492"
"250.10000","4.16702","4880.27197","0.00016","525.21222"
"250.20000","4.16870","4882.72510","0.00035","525.47626"
"250.30000","4.17044","4885.32373","0.00038","525.75592"
"250.40000","4.17211","4887.65576","0.00027","526.00690"
"250.50000","4.17375","4889.83398","0.00032","526.24127"
"250.60000","4.17536","4892.14258","0.00032","526.48975"
"250.70000","4.17709","4895.19580","0.00025","526.81830"
"250.80000","4.17878","4897.86328","0.00027","527.10541"
"250.90000","4.18043","4899.99805","0.00009","527.33514"
"251.00000","4.18204","4902.31348","0.00009","527.58435"
"251.10000","4.18374","4904.77295","0.00010","527.84900"
"251.20000","4.18544","4907.36523","0.00006","528.12799"
"251.30000","4.18708","4909.59570","0.00002","528.36804"
"251.40000","4.18874","4912.11475","-0.00007","528.63916"
"251.50000","4.19038","4914.73584","-0.00005","528.92120"
"251.60000","4.19208","4916.93750","-0.00001","529.15814"
"251.70000","4.19375","4919.20703","0.00006","529.40240"
"251.80000","4.19543","4920.02246","0.00010","529.49017"
"251.90000","4.19705","4922.32422","0.00006","529.73785"
"252.00000","4.19873","4924.70361","0.00003","529.99396"
"252.10000","4.20042","4927.24121","-0.00007","530.26703"
"252.20000","4.20208","4929.39551","-0.00008","530.49890"
"252.30000","4.20377","4931.83643","-0.00008","530.76160"
"252.40000","4.20537","4933.92920","-0.00007","530.98682"
"252.50000","4.20706","4936.53809","-0.00001","531.26758"
"252.60000","4.20876","4939.28711","0.00002","531.56342"
"252.70000","4.21045","4941.75977","0.00002","531.82953"
"252.80000","4.21204","4943.90283","-0.00001","532.06018"
"252.90000","4.21371","4945.91260","-0.00002","532.27643"
"253.00000","4.21542","4947.98682","-0.00004","532.49969"
"253.10000","4.21711","4950.39746","-0.00007","532.75909"
"253.20000","4.21875","4952.75781","-0.00010","533.01312"
"253.30000","4.22035","4954.63428","-0.00009","533.21509"
"253.40000","4.22206","4957.69189","-0.00004","533.54413"
"253.50000","4.22379","4959.99512","0.00003","533.79199"
"253.60000","4.22544","4962.18018","0.00004","534.02716"
"253.70000","4.22702","4964.54541","0.00004","534.28168"
"253.80000","4.22871","4966.94141","0.00000","534.53955"
"253.90000","4.23043","4969.61133","-0.00005","534.82690"
"254.00000","4.23211","4971.76465","-0.00006","535.05865"
"254.10000","4.23373","4973.97119","-0.00003","535.29608"
"254.20000","4.23535","4976.32227","-0.00005","535.54913"
"254.30000","4.23709","4978.80420","-0.00001","535.81622"
"254.40000","4.23877","4981.00928","0.00006","536.05353"
"254.50000","4.24041","4983.05127","0.00006","536.27332"
"254.60000","4.24202","4985.14600","0.00003","536.49872"
"254.70000","4.24374","4987.56885","0.00001","536.75946"
"254.80000","4.24544","4990.16895","-0.00004","537.03931"
"254.90000","4.24708","4992.52734","-0.00007","537.29309"
"255.00000","4.24875","4995.12354","-0.00004","537.57251"
"255.10000","4.25039","4997.25195","-0.00003","537.80157"
"255.20000","4.25208","4999.24316","0.00000","538.01587"
"255.30000","4.25376","5001.85400","0.00003","538.29681"
"255.40000","4.25543","5004.04248","0.00001","538.53235"
"255.50000","4.25705","5006.29541","0.00000","538.77478"
"255.60000","4.25873","5008.89893","-0.00005","539.05499"
"255.70000","4.26042","5010.93359","-0.00004","539.27399"
"255.80000","4.26210","5013.20605","-0.00007","539.51855"
"255.90000","4.26376","5015.44141","-0.00011","539.75909"
"256.00000","4.26538","5017.79688","-0.00015","540.01257"
"256.10000","4.26706","5019.91553","-0.00010","540.24060"
"256.20000","4.26876","5022.57910","-0.00001","540.52722"
"256.30000","4.27044","5024.47363","0.00015","540.73114"
"256.40000","4.27203","5026.81152","0.00022","540.98273"
"256.50000","4.27371","5028.92725","0.00021","541.21045"
"256.60000","4.27542","5031.17236","0.00007","541.45203"
"256.70000","4.27712","5033.59717","-0.00012","541.71301"
"256.80000","4.27874","5035.70459","-0.00026","541.93982"
"256.90000","4.28035","5037.84668","-0.00027","542.17035"
"257.00000","4.28206","5040.11328","-0.00013","542.41425"
"257.10000","4.28378","5042.56250","0.00012","542.67786"
"257.20000","4.28544","5044.89844","0.00036","542.92926"
"257.30000","4.28703","5046.49707","0.00045","543.10132"
"257.40000","4.28872","5048.51660","0.00033","543.31860"
"257.50000","4.29044","5050.90137","0.00009","543.57526"
"257.60000","4.29210","5053.14453","-0.00016","543.81671"
"257.70000","4.29373","5055.61475","-0.00031","544.08252"
"257.80000","4.29536","5057.18994","-0.00035","544.25208"
"257.90000","4.29710","5060.08643","-0.00023","544.56378"
"258.00000","4.29877","5061.94287","-0.00001","544.76355"
"258.10000","4.30041","5063.71338","0.00019","544.95410"
"258.20000","4.30203","5065.99707","0.00027","545.19989"
"258.30000","4.30374","5067.95117","0.00018","545.41016"
"258.40000","4.30542","5069.84521","-0.00008","545.61401"
"258.50000","4.30707","5072.46533","-0.00041","545.89600"
"258.60000","4.30872","5074.12793","-0.00059","546.07489"
"258.70000","4.31038","5076.57080","-0.00052","546.33783"
"258.80000","4.31207","5078.22803","-0.00023","546.51617"
"258.90000","4.31374","5080.13965","0.00016","546.72186"
"259.00000","4.31541","5082.03564","0.00045","546.92590"
"259.10000","4.31705","5083.91406","0.00048","547.12811"
"259.20000","4.31873","5086.35645","0.00030","547.39093"
"259.30000","4.32041","5087.97559","-0.00001","547.56519"
"259.40000","4.32209","5089.80908","-0.00022","547.76251"
"259.50000","4.32375","5091.93555","-0.00026","547.99133"
"259.60000","4.32538","5093.30371","-0.00015","548.13861"
"259.70000","4.32707","5093.28760","0.00007","548.13684"
"259.80000","4.32877","5095.13184","0.00019","548.33533"
"259.90000","4.33044","5096.96143","0.00019","548.53223"
"260.00000","4.33203","5098.87158","0.00008","548.73779"
"260.10000","4.33373","5100.59131","-0.00009","548.92285"
"260.20000","4.33542","5102.12500","-0.00021","549.08795"
"260.30000","4.33712","5103.78857","-0.00029","549.26697"
"260.40000","4.33874","5105.49023","-0.00023","549.45007"
"260.50000","4.34037","5102.78857","-0.00011","549.15936"
"260.60000","4.34208","5091.53564","0.00008","547.94830"
"260.70000","4.34380","5089.77490","0.00025","547.75885"
"260.80000","4.34542","5089.21045","0.00030","547.69806"
"260.90000","4.34702","5088.76904","0.00019","547.65057"
"261.00000","4.34872","5089.13965","-0.00001","547.69043"
"261.10000","4.35044","5088.55469","-0.00013","547.62750"
"261.20000","4.35208","5080.78711","-0.00016","546.79156"
"261.30000","4.35370","5075.41797","-0.00006","546.21375"
"261.40000","4.35537","5074.99170","0.00016","546.16785"
"261.50000","4.35711","5075.47461","0.00030","546.21985"
"261.60000","4.35876","5075.85889","0.00029","546.26117"
"261.70000","4.36040","5076.71924","0.00015","546.35376"
"261.80000","4.36202","5077.64941","-0.00007","546.45386"
"261.90000","4.36375","5079.09131","-0.00025","546.60907"
"262.00000","4.36543","5080.90625","-0.00032","546.80438"
"262.10000","4.36708","5081.89551","-0.00022","546.91083"
"262.20000","4.36873","5083.60986","0.00003","547.09534"
"262.30000","4.37040","5085.30566","0.00025","547.27783"
"262.40000","4.37210","5087.30664","0.00036","547.49316"
"262.50000","4.37375","5088.67334","0.00032","547.64026"
"262.60000","4.37542","5089.55957","0.00014","547.73566"
"262.70000","4.37704","5090.76611","-0.00012","547.86548"
"262.80000","4.37875","5092.35205","-0.00030","548.03619"
"262.90000","4.38042","5093.61230","-0.00031","548.17181"
"263.00000","4.38210","5095.04346","-0.00013","548.32581"
"263.10000","4.38374","5096.73389","0.00005","548.50775"
"263.20000","4.38537","5098.56299","0.00031","548.70459"
"263.30000","4.38707","5100.63330","0.00046","548.92743"
"263.40000","4.38875","5102.22949","0.00037","549.09918"
"263.50000","4.39044","5104.48145","0.00010","549.34155"
"263.60000","4.39202","5106.30469","-0.00002","549.53778"
"263.70000","4.39372","5108.54492","-0.00021","549.77887"
"263.80000","4.39542","5110.66211","-0.00014","550.00671"
"263.90000","4.39710","5112.75977","0.00013","550.23242"
"264.00000","4.39871","5110.41211","0.00030","549.97980"
"264.10000","4.40036","5104.55225","0.00047","549.34918"
"264.20000","4.40207","5106.21924","0.00034","549.52856"
"264.30000","4.40378","5108.74707","0.00018","549.80060"
"264.40000","4.40541","5110.20068","-0.00004","549.95703"
"264.50000","4.40702","5112.12158","-0.00018","550.16376"
"264.60000","4.40873","5114.59033","-0.00020","550.42944"
"264.70000","4.41045","5116.70801","-0.00003","550.65735"
"264.80000","4.41210","5118.77344","0.00028","550.87964"
"264.90000","4.41370","5121.12793","0.00050","551.13300"
"265.00000","4.41539","5123.40723","0.00051","551.37830"
"265.10000","4.41712","5125.73828","0.00038","551.62921"
"265.20000","4.41878","5128.22852","0.00015","551.89716"
"265.30000","4.42041","5130.44043","-0.00006","552.13525"
"265.40000","4.42204","5132.52441","-0.00015","552.35950"
"265.50000","4.42377","5134.65771","-0.00012","552.58911"
"265.60000","4.42543","5136.81006","0.00006","552.82074"
"265.70000","4.42708","5139.14307","0.00026","553.07178"
"265.80000","4.42871","5141.11475","0.00042","553.28400"
"265.90000","4.43040","5143.22021","0.00036","553.51056"
"266.00000","4.43208","5145.39453","0.00013","553.74457"
"266.10000","4.43375","5147.23877","-0.00015","553.94305"
"266.20000","4.43541","5149.95020","-0.00034","554.23486"
"266.30000","4.43705","5151.78076","-0.00032","554.43188"
"266.40000","4.43873","5153.94775","-0.00004","554.66510"
"266.50000","4.44042","5156.05664","0.00026","554.89203"
"266.60000","4.44210","5158.61670","0.00045","555.16754"
"266.70000","4.44372","5160.24707","0.00045","555.34302"
"266.80000","4.44538","5162.25244","0.00022","555.55884"
"266.90000","4.44708","5164.46191","-0.00010","555.79663"
"267.00000","4.44878","5166.83105","-0.00034","556.05157"
"267.10000","4.45042","5169.14258","-0.00037","556.30035"
"267.20000","4.45203","5171.06641","-0.00007","556.50739"
"267.30000","4.45373","5173.08203","0.00025","556.72430"
"267.40000","4.45544","5175.20703","0.00041","556.95300"
"267.50000","4.45711","5177.47607","0.00043","557.19720"
"267.60000","4.45870","5179.15186","0.00019","557.37750"
"267.70000","4.46037","5181.21045","-0.00013","557.59906"
"267.80000","4.46210","5183.68359","-0.00034","557.86523"
"267.90000","4.46379","5185.61914","-0.00036","558.07355"
"268.00000","4.46541","5187.92041","-0.00019","558.32117"
"268.10000","4.46701","5189.82471","0.00010","558.52612"
"268.20000","4.46875","5192.07227","0.00037","558.76801"
"268.30000","4.47045","5194.20557","0.00043","558.99762"
"268.40000","4.47208","5196.49658","0.00029","559.24414"
"268.50000","4.47369","5198.31592","0.00000","559.43994"
"268.60000","4.47539","5200.28711","-0.00033","559.65210"
"268.70000","4.47710","5202.71875","-0.00049","559.91376"
"268.80000","4.47876","5204.81201","-0.00040","560.13904"
"268.90000","4.48037","5206.84277","-0.00008","560.35760"
"269.00000","4.48203","5208.67627","0.00029","560.55493"
"269.10000","4.48376","5211.44775","0.00056","560.85321"
"269.20000","4.48543","5213.34668","0.00057","561.05756"
"269.30000","4.48708","5215.42480","0.00024","561.28119"
"269.40000","4.48871","5217.33447","-0.00007","561.48669"
"269.50000","4.49041","5219.95020","-0.00041","561.76825"
"269.60000","4.49209","5221.84961","-0.00032","561.97266"
"269.70000","4.49375","5223.86426","-0.00009","562.18945"
"269.80000","4.49541","5226.18457","0.00019","562.43915"
"269.90000","4.49705","5227.83545","0.00043","562.61682"
"270.00000","4.49874","5230.08643","0.00049","562.85907"
"270.10000","4.50042","5232.25195","0.00030","563.09210"
"270.20000","4.50211","5234.48633","0.00005","563.33258"
"270.30000","4.50372","5236.14941","-0.00011","563.51160"
"270.40000","4.50537","5238.22656","-0.00030","563.73511"
"270.50000","4.50707","5240.60742","-0.00020","563.99133"
"270.60000","4.50877","5242.55176","0.00001","564.20056"
"270.70000","4.51041","5244.37744","0.00016","564.39709"
"270.80000","4.51202","5246.65527","0.00025","564.64221"
"270.90000","4.51374","5248.85303","0.00028","564.87872"
"271.00000","4.51544","5250.32813","0.00021","565.03748"
"271.10000","4.51711","5251.95654","0.00014","565.21271"
"271.20000","4.51870","5253.91113","-0.00008","565.42310"
"271.30000","4.52036","5255.60303","-0.00010","565.60516"
"271.40000","4.52210","5257.50195","0.00006","565.80951"
"271.50000","4.52378","5259.60156","0.00024","566.03546"
"271.60000","4.52540","5261.48975","0.00035","566.23871"
"271.70000","4.52702","5263.19531","0.00043","566.42224"
"271.80000","4.52875","5265.48975","0.00046","566.66919"
"271.90000","4.53046","5267.38965","0.00023","566.87366"
"272.00000","4.53209","5269.27002","-0.00005","567.07599"
"272.10000","4.53369","5271.22314","-0.00023","567.28619"
"272.20000","4.53539","5273.60107","-0.00025","567.54211"
"272.30000","4.53712","5275.56836","-0.00009","567.75385"
"272.40000","4.53876","5277.42578","0.00009","567.95374"
"272.50000","4.54038","5279.19824","0.00031","568.14447"
"272.60000","4.54205","5281.62158","0.00026","568.40527"
"272.70000","4.54376","5283.53027","0.00013","568.61066"
"272.80000","4.54541","5285.49414","-0.00006","568.82202"
"272.90000","4.54708","5287.36377","-0.00026","569.02325"
"273.00000","4.54870","5289.24365","-0.00033","569.22552"
"273.10000","4.55040","5291.62061","-0.00018","569.48132"
"273.20000","4.55208","5292.81250","0.00002","569.60962"
"273.30000","4.55375","5295.16406","0.00022","569.86267"
"273.40000","4.55539","5296.78711","0.00030","570.03735"
"273.50000","4.55705","5298.64307","0.00022","570.23712"
"273.60000","4.55874","5300.74072","0.00006","570.46283"
"273.70000","4.56041","5302.53467","-0.00015","570.65594"
"273.80000","4.56211","5304.17676","-0.00022","570.83264"
"273.90000","4.56370","5306.29492","-0.00014","571.06061"
"274.00000","4.56538","5308.28857","0.00000","571.27515"
"274.10000","4.56709","5310.40967","0.00019","571.50342"
"274.20000","4.56878","5312.04004","0.00034","571.67889"
"274.30000","4.57040","5313.86963","0.00029","571.87579"
"274.40000","4.57202","5315.73535","0.00014","572.07654"
"274.50000","4.57374","5317.54834","-0.00013","572.27167"
"274.60000","4.57544","5319.32910","-0.00026","572.46332"
"274.70000","4.57711","5321.20313","-0.00028","572.66498"
"274.80000","4.57869","5322.67773","-0.00013","572.82373"
"274.90000","4.58039","5324.30176","0.00011","572.99847"
"275.00000","4.58212","5325.81104","0.00037","573.16089"
"275.10000","4.58379","5326.48193","0.00048","573.23309"
"275.20000","4.58538","5327.48584","0.00028","573.34113"
"275.30000","4.58702","5329.29736","0.00003","573.53613"
"275.40000","4.58876","5331.25684","-0.00025","573.74701"
"275.50000","4.59044","5333.10254","-0.00033","573.94562"
"275.60000","4.59208","5334.51172","-0.00021","574.09729"
"275.70000","4.59367","5336.16748","-0.00002","574.27545"
"275.80000","4.59541","5336.76611","0.00016","574.33990"
"275.90000","4.59711","5338.24658","0.00030","574.49921"
"276.00000","4.59876","5337.69775","0.00031","574.44012"
"276.10000","4.60035","5312.39600","0.00017","571.71716"
"276.20000","4.60204","5134.57861","0.00009","552.58057"
"276.30000","4.60377","5114.04541","-0.00013","550.37079"
"276.40000","4.60542","5109.83887","-0.00011","549.91809"
"276.50000","4.60709","5107.14600","-0.00005","549.62830"
"276.60000","4.60871","5091.33203","0.00018","547.92639"
"276.70000","4.61042","5064.06738","0.00033","544.99219"
"276.80000","4.61210","4917.66602","0.00032","529.23657"
"276.90000","4.61376","4848.19727","0.00028","521.76038"
"277.00000","4.61540","4617.11084","0.00019","496.89096"
"277.10000","4.61706","4443.19727","0.00013","478.17450"
"277.20000","4.61879","3772.98242","0.00005","406.04633"
"277.30000","4.62043","3715.47217","0.00014","399.85712"
"277.40000","4.62216","2808.92212","0.00014","302.29468"
"277.50000","4.62370","2793.95532","0.00053","300.68396"
"277.60000","4.62539","2642.18774","0.00078","284.35083"
"277.70000","4.62709","2635.76904","0.00065","283.66003"
"277.80000","4.62877","2632.98877","0.00025","283.36084"
"277.90000","4.63037","2631.12573","-0.00015","283.16034"
"278.00000","4.63203","2575.97290","-0.00053","277.22482"
"278.10000","4.63375","2391.31519","-0.00059","257.35205"
"278.20000","4.63545","2187.41357","-0.00019","235.40826"
"278.30000","4.63711","1915.45142","0.00031","206.13985"
"278.40000","4.63868","1877.20081","0.00073","202.02333"
"278.50000","4.64039","1855.44287","0.00087","199.68176"
"278.60000","4.64217","862.80804","0.00049","92.85493"
"278.70000","4.64377","823.35742","-0.00001","88.60928"
"278.80000","4.64536","820.57294","-0.00042","88.30962"
"278.90000","4.64704","820.40466","-0.00046","88.29150"
"279.00000","4.64878","820.19958","-0.00013","88.26944"
"279.10000","4.65045","819.72357","0.00014","88.21821"
"279.20000","4.65208","819.61078","0.00036","88.20607"
"279.30000","4.65368","819.69812","0.00041","88.21547"
"279.40000","4.65543","816.83875","0.00031","87.90775"
"279.50000","4.65712","816.83099","0.00005","87.90691"
"279.60000","4.65876","817.62134","-0.00012","87.99197"
"279.70000","4.66036","817.90442","-0.00012","88.02243"
"279.80000","4.66207","818.56543","-0.00004","88.09357"
"279.90000","4.66377","819.33740","0.00011","88.17665"
"280.00000","4.66542","819.90210","0.00022","88.23742"
"280.10000","4.66707","820.09021","0.00025","88.25767"
"280.20000","4.66870","820.78998","0.00015","88.33298"
"280.30000","4.67041","821.40918","0.00002","88.39961"
"280.40000","4.67208","821.57019","-0.00015","88.41694"
"280.50000","4.67376","821.99457","-0.00029","88.46261"
"280.60000","4.67537","822.66101","-0.00020","88.53433"
"280.70000","4.67706","822.55878","0.00000","88.52333"
"280.80000","4.67874","823.40283","0.00022","88.61417"
"280.90000","4.68043","823.65582","0.00037","88.64140"
"281.00000","4.68210","824.45819","0.00035","88.72775"
"281.10000","4.68370","824.73657","0.00018","88.75771"
"281.20000","4.68539","825.09753","-0.00011","88.79655"
"281.30000","4.68709","825.70715","-0.00027","88.86216"
"281.40000","4.68879","826.77032","-0.00026","88.97658"
"281.50000","4.69038","826.78864","-0.00011","88.97855"
"281.60000","4.69203","827.77045","0.00013","89.08421"
"281.70000","4.69375","828.39551","0.00033","89.15147"
"281.80000","4.69545","828.96375","0.00035","89.21263"
"281.90000","4.69710","829.00067","0.00028","89.21661"
"282.00000","4.69868","830.13818","0.00006","89.33902"
"282.10000","4.70040","830.24664","-0.00018","89.35069"
"282.20000","4.70213","830.35883","-0.00032","89.36277"
"282.30000","4.70377","830.96558","-0.00033","89.42807"
"282.40000","4.70536","831.26288","-0.00016","89.46006"
"282.50000","4.70703","831.97516","0.00009","89.53672"
"282.60000","4.70877","832.60406","0.00030","89.60440"
"282.69100","4.71028","832.83765","0.00018","89.62954"
